NOMBRE DE LA FARMACIA,NOMBRE DE CONTACTO,DIRECCION,DEPARTAMENTO,MUNICIPIO,TELEFONO,CELULAR,NIT
FARMACIA ARTESANAL SUCURSAL 1 ARTFLORA S.R.L.,EDITH ZULMA QUIBERT POMA,"CALLE EVADIODS DEL PARAGUAY, N°20 EX YTERMINAL A UNA CUADRA DE LA AVENIDA 6 DE MARZO, AL LADO DE LA TRANSPORTADORA COSMOS, ZONA VILLA BOLOIVAR A",LA PAZ,EL ALTO,,63122020 - 68764014,1012471029
FARMACIA ASISMEDICAL S.R.L.,RONALD CHUQUIMIA SANCHEZ,"CALLE B NO. 650, ESQUINA CALLE 5, ZONA PACAJES CALUYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2832650,73071894,393947023
FARMACIA BELA,PAMELA BAUTISTA ALVAREZ,"AVENIDA MARISCAL SANTA CRUZ, N° 6010, ZONA MARISCAL SANTA CRUZ UV 4L, ESQUINA CALLE LOAYZA DEL MUNICIPIO DE VIACHA",LA PAZ,VIACHA,,78994352,6193606013
FARMACIA BIOSUR,,AVENIDA LA PAZ NO ZONA LOS ANDES,LA PAZ,EL ALTO,,75866623,4792368018
FARMACIA BLANCO,DENIS ED JHOAN BLANCO LLUSCO,"AV. KOLLASUYO NO. 36 ENTRE CALLES TACNA Y GENOVEVA RIOS, ZONA LA PORTADA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,76266876,9100657014
FARMACIA BOLIVIA - COBOFAR S.A. SUCURSAL 82,,AVENIDA PANORAMIXA N° S/N ZONA CIUDAD SATELITE DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,,1022039027
FARMACIA BRIFARMA,NORAH DANIELA MICHEL BUSTILLOS,"CALLE 4 NO. 1000, ESQ. AV. 14 DE SEPTIEMBRE, ZONA RIO SECO-BRASIL DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77766998,7083027017
FARMACIA BUENA ESPERANZA,MARITZA NANCY RIVERA VALLE,AVENIDA BUENOS AIRES N° 1132 ENTRE CALLE VANGUARDIA Y CALLE VILLAMIL DE RADA ZONA VILLA NUEVA POTOSI DE LA CIUDAD DE LA PAZ.,LA PAZ,LA PAZ,,61004219,1080787015
FARMACIA B&V,JOANNA BRIGIDA DE JESUS TARIFA LIRA,"AVENIDA ESPAÑA, NO.20, ZONA VILLA ADELA, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79106585,6892968014
FARMACIA CABRERA,DISNEY DARINKA CABRERA CESPEDES,"AV. FRANCO VALLE, NO. 36 ENTRE CALLES 7 Y 8, PLANTA BAJA, ZONA 12 DE OCTUBRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,60125664,9928661016
FARMACIA CAJA DE SALUD CORDES-POLICLINICO CENTRAL,DELIA TICONA CRUZ,"AVENIDA ARCE, NO. 2419, ENTRE PLAZA ISABEL LA CATOLICA Y BELISARIO SALINAS DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2441611 INT 111,76213007,1017475028
FARMACIA CAJA DE SALUD DE LA BANCA PRIVADA,OLGA ELIZABETH VARGAS VIDAURRE,"CALLE CAPITAN RAVELO NO. 100, EDIF CAJA BANCARIA, ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2317274,79571530,1020635028
FARMACIA CAMICELI,SEFORA FLORA LUQUE QUISPE,"CALLE RIVAS NO. 14, ZONA SAN LUIS TASA A MEDIA CUADRA DE LA AVENIDA COCHABAMBA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79680201,4817539017
FARMACIA CAMPERO,LAURA NABIL MUÑOZ ORTIZ,"AVENIDA ALFONSO UGARTE, EDIFICIO CENTRO COMERCIAL SHOPPING 16 DE JULIO, PISO PLANTA BAJA, OFICINA NEXTERIOR, NRO 3015, ENTRE ESQUINA  CALLE NERY Y AVENIDA 16 DE JULIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,78848149,4771387019
FARMACIA CARDINAL,JUDITH LUCERO DELGADO CARRILLO,"AVENIDA BOLIVIA, N° 414, ENTRE CALLES G Y F, ZONA VILLA CALUYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79667552,15481275010
FARMACIA CAREAGA,NICOLE ANDREA CAREAGA MENDOZA,"AVENIDA BUSCH, EDIFICIO MIRAFLORES NORTE, PISO PB. LOCAL 7, N°688, ENTRE CALLE PUERTO RICO  Y PLAZA VILLAROEL, ZONA MIRAFLORES",LA PAZ,LA PAZ,,70180383,6128523019
FARMACIA CAREAGA SUCURSAL I,GEIMY LIZETH PALLARES CUEVAS,"CALLE GUATEMALA N° 1015 EDIFICIO NANTES, PLANTA BAJA, OFICINA 1,  ESQUINA TEJADA SORZANO ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70180383,6128523019
FARMACIA CASTAÑETA Y C,YHESICA CASTAÑETA YUJRA,"AVENIDA QUILLACOLLO, N° 192, ENTRE CALLE 12 SACABA Y CALLE 14, ZONA VILLA TUNARI DE LA CIUDAD EL ALTO.",LA PAZ,EL ALTO,,67070394,13118141016
FARMACIA CASTILLO B & E,BETTY FLORES CASTILLO,AVENIDA PANORAMICA N° 1542 ESQUINA AVENIDA MANCO KAPAC ZONA URBANIZACIÓN CRUZ DE LAGUNA DEL MUNICIPIO DE EL ALTO.,LA PAZ,EL ALTO,,76581965,7095957011
FARMACIA CATEDRAL SUCURSAL 12,BRENDA NICOLE CORDERO MORALES,CALLE 10 N° 412 EDIFICIO VITRUVIO TORRE A ESQUINA AVENIDA BALLIVIAN FRENTE AL HOTEL CAMINO REAL ZONA CALACOTO DE LA CIUDAD DE LA PAZ.,LA PAZ,LA PAZ,2773838,70525881,1393005016
FARMACIA C.B.A. TE CUIDA,YOVANA YANETT CLEMENTE MAMANI,"AVENIDA 7 DE OCTUBRE, NRO. 2864, ESQUINA AVENIDA PERIFERICA, ZONA 31 DE JUNIO DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,70615489-63123922,8371004017
FARMACIA CENTRO DE ESPECIALIDADES MEDICAS PROSALUD  MIRAFLORES,NINOSKA NILDA RIOS ARGUEDAS,"AVENIDA BUSCH, EDIFICIO RADA URQUIETA PISO NRO 2 NRO 1343, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71558852,1028231025
"FARMACIA CENTRO MEDICO PAMPAHASI ""CEMEPA""",SANDRA ANDREA LARREA VASQUEZ,"ZONA PAMPAHASI BAJO, CALLE E, AVENIDA 5 RAUL SALMON, NO.1, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2256252,71509798-72078366,1242127019
FARMACIA CEQMI,LIZETH WENDY SARAVIA CHIPANA,AVENIDA BOLIVIA EDIFICIO CLINICA CEQMI N° 1130 ESQUINA CALLE 8 A 2 CUADRAS DE LA PARROQUIA VIRGEN DE LA ESPERANZA ZONA VILLA BOLIVAR DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,60655300,9178414016
FARMACIA CHAVEZ S.A - SUCURSAL 6 DE AGOSTO,MABY MARIA ZAPANA OSCO,"AVENIDA 6 DE AGOSTO , EDIFICIO COSMOPOLITAN, PISO 1, DEPARTAMENTO /LOCAL/OFICINA: LOCAL 102, NO. 2882, FRENTE A LA CLINICA VIRGEN DE LA ASUNCION, ZONA CENTRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A. SUCURSAL ACHUMANI,JUAN JOSE POCOATA CONDORI,"AVENIDA GARCIA LANZA NRO. 80, ZONA ACHUMANI DE LA CIUDAD DE LA PAZ.",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL ACHUMANI KETAL,,ABROGACION DE LA RESOLUCION,LA PAZ,LA PAZ,,77663428,172758021
FARMACIA CHAVEZ S.A. SUCURSAL ACHUMANI MERCADO,REBECA AGUILAR CABALLERO,"AVENIDA GARCIA LANZA , N° 330, ESQUINA CALLE 16, ZONA ACHUMANI DE LA CIUDAD DE LA PAZ.",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL ARANJUEZ,GABRIELA VARGAS PAUCARA,"AV. HERNANDO SILES, SUPERMERCADO MI SUPER I, NO. 13, ZONA ARANJUEZ, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL AUTOFARMA,JOVANA FLORENCIA MAMANI ALANOCA,"AVENIDA BALLIVIAN, ESQUINA CALLE 16, NO. 941, ZONA CALACOTO, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL AV. ARCE,ANTONIO ALFONZO GUZMAN GARCIA,"AV. ARCE, ESQUINA GOSALVEZ, EDIF. APOLO NO. 2670, ZONA SOPOCACHI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,172758021
FARMACIA CHAVEZ S.A - SUCURSAL AVAROA,NATALIA CECILIA ABASTOFLOR CACERES,"BELISARIO SALINAS, NRO 438, ENTRE AVENIDA 20 DE OCTUBRE Y CALLE SANCHEZ LIMA, FRENTE  A LA PLAZA ABAROA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A. - SUCURSAL BUSCH,LESLY STEPHANIE MACHACA INCA,AVENIDA BUSCH N° 1715 ESQUINA AVENIDA CARRASCO ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL BUSCH MIRAFLORES,LUIS GABRIEL VALDEZ TORREZ,"AVENIDA BUSCH , EDIFICIO C&C NO. 1924, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL CALACOTO,MARIA ELBA CONDORI QUENTA,"CALLE 21, S/N, ESQUINA PASAJE IGNACIO CORDERO, PB. EDIFICIO TORRES I, LOCAL 2, ZONA CALACOTO, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL CAMACHO,NANCY ROSMERY LIPIRI ALEMAN,"AVENIDA CAMACHO ESQUINA LOAYZA, EDIFICIO SAENZ, PISO 1, OF. 1 NO. 1389, ZONA CENTRAL, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A. SUCURSAL COLON,ALISON JHOSELIN RONDO NINA,"AVENIDA CAMACHO, NO. 1332, ESQUINA CALLE COLON ,ZONA CENTRAL DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A. SUCURSAL COTA COTA,MARIA BELEN IBAÑEZ,CALLE LUIS ESPINAL N° 90 ZONA COTA COTA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A. SUCURSAL IGLESIA,MARITZA ASCARRUNZ BARAHONA,"AVENIDA BALLIVIAN, NO. 1417, EDIFICIO GALERIA S/N, PLANTA BAJA LOCAL C3, SOBRE LA AVENIDA BALLIVIAN ESQUINA CALLE 21 DE CALACOTO, ZONA CALACOTO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL IRPAVI,ANAID PAMELA RUIZ ALIAGA,"CALLE 1 NO. 612, ZONA IRPAVI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,172758021
FARMACIA CHAVEZ S.A - SUCURSAL KETAL OBRAJES,PAOLA ANDREA SALAZAR CUSICANQUI,"AVENIDA 14 DE SEPTIEMBRE, EDIFICIO KETAL, PLANTA BAJA, NO. 460, ZONA OBRAJES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL LOS PINOS I,YOLANDA ELEUTERIA LOPEZ BRAVO,"CALLE LOS PINOS ESQ. CALLE 7 N° S/N BLOQUE 131, ZONA LOS PINOS DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL LOS PINOS II,FREDDY JUNIOR LUJAN CAMPERO,"AV. JOSE MARIA AGUIRRE NO. 26, ZONA LOS PINOS DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL MEGACENTER,LILIANA FATIMA BENAVIDES VALDEZ,"AV. RAFAEL PABON S/N EDIF. MEGACENTER (DENTRO DEL SUPERMERCADO KETAL), ZONA IRPAVI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL MONTENEGRO,PAOLA ABIGAIL FLORES CABRERA,"AVENIDA MONTENEGRO NO. 1323, ZONA SAN MIGUEL DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL OBRAJES CALLE 8,JUANA LENY MAMANI BULLAN,"AVENIDA HERNANDO SILES NO. 5411, EDIFICIO IGNACIO DE LOYOLA II. PB. ,OFICINA 1, ZONA OBRAJES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL PLAZA TRIANGULAR,GUADALUPE MAMANI MURGA,"AVENIDA ARGENTINA ESQUINA NICARAGUA S/N FRENTE A LA PLAZA TRIANGULAR PARADA TELEFERICO BLANCO, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL PLAZA UYUNI,THALIA ANGHY POMA LUQUE,"AVENIDA ITURRALDE, NO. 1390, PLAZA UYUNI, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,133795023
FARMACIA CHAVEZ S.A - SUCURSAL PRADO,KARLA CECILIA NOLASCO MACHICAO,"AVENIDA 16 DE JULIO, NO. 1490, EDIFICIO AVENIDA, PISO PLANTA BAJA, ZONA CENTRAL DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL PRADO II,DAYANA PAOLA GUIBARRA MARCA,"AVENIDA 16 DE JULIO NO. 1450, EDIFICIO CARACAS, PISO PB. , FRENTE A LA PLAZA VENEZUELA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A. SUCURSAL  RODRIGUEZ,YAMILKA ALISSON CORONEL SANCHEZ,"CALLE ZOILO FLORES, NO. 1198, ESQUINA CALLE RIO BAMBA ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL SAN ANTONIO,LIZETH FRANCY ROSPIGLIOZZI PATIÑO,"AV. PASOSKANKI (ESTEBAN ARCE) NO. 1762, ZONA VILLA COPACABANA, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL SAN PEDRO XPRESS,JHOSSELIN TORREZ GUTIERREZ,"AVENIDA ALMIRANTE GRAU, NO. 349, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL SATELITE,ABIGAIL TITO MAMANI,"CALLE V. LECUÑA NO. 612, FRENTE AL BANCO FIE, ZONA SATELITE PLAN 105 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77663428,133795023
FARMACIA CHAVEZ S.A. SUCURSAL TEMBLADERANI,ERICK SEBASTIAN SUXO GOYTIA,CALLE JOSE SARAVIA NO. 1799 ZONA TEMBLADERANI DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A - SUCURSAL TUMUSLA,GABRIELA ALEYDA HALCON MAMANI,"CALLE TUMUSLA S/N, EDIFICIO SANTA ISABEL, PISO 1, ZONA MAX PAREDES (CASI ESQUINA CALLE BUENOS AIRES) DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ S.A. SUCURSAL YUNGAS,MILENKA ROSARIO ALVAREZ CUARETTI,"CALLE YUNGAS, N° 968, ZONA CENTRAL DE LA CIUDAD DE LA PAZ.",LA PAZ,LA PAZ,,78401347,133795023
FARMACIA CHAVEZ S.R.LSUCURSAL 6 DE AGOSTO,,AVENIDA 6 DE AGOSTO EDIF. INTIWARA ESQ. PINILLA LOCAL 2 ZONA SOPOCACHI,LA PAZ,LA PAZ,,77663428,133795023
FARMACIA CHAVEZ SUCURSAL VILLA DOLORES,,"CALLE 5, N° 1082, ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,78401347,133795023
FARMACIA CHEJEPACHA,DAYSI ALISSON CHOQUE APAZA,"AVENIDA COHONI, N° 2065, ENTRE ALIPIO VEGA Y FABIAN VACA CHAVEZ, ZONA GERMAN BUSCH 1-1-3 DEL MUNICIPIO DE EL ALTO",LA PAZ,EL ALTO,,76599643,10931869013
FARMACIA CHUQUIAGO,RODRIGO PERALTA TAPIA,"CALLE CARLOS ROMERO, N° 150, ZONA SOPOCACHI ALTO, CASI ESQUINA AVENIDA VICTOR AGUSTIN UGARTE DE LA CIUDAD DE LA PAZ.",LA PAZ,LA PAZ,2420434,78847240,3341053012
FARMACIA CIES LA PAZ N° 2 SUCURSAL CHASQUIPAMPA,ABEL QUISPE TORREZ,AVENIDA PALCA N° 50 ENTRE CALLE 48 Y 49 ZONA CHASQUIPAMPA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,76768144 - 69933121,1006987025
FARMACIA C.I.M.F.A. VILLA TUNARI,DIONICIA ZEGARRA LAURA,"CALLE 10, S/N, ENTRE CALLE ABEL ITURRALDE Y AVENIDA ANTONIO JOSE DE SUCRE, ZONA VILLA TUNARI DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,2860032,,120125027
FARMACIA CIUDAD SATELITE,NADEZKA WENNIE YAVE BAUTISTA,"AVENIDA SATELITE Y CALLE BALLIVIAN ,NO. 514, ZONA CIUDAD SATELITE, PLAN 405, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,62540000,3351623014
FARMACIA CIUDAD SATELITE,,AVENIDA SATELITE N° 514 ZONA CIUDAD SATELITE PLAN 50 ESQUINA CALLE BALLIVIAN OTERO DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,62540000,2079603014
FARMACIA CLINICA DEL SUR,LOURDES ROSARIO CARRASCO GAMARRA,"AVENIDA HERNANDO SILES, NO. 3539, ZONA OBRAJES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2784001,70620704,1020755024
FARMACIA CLINICA REGIONAL DE LA PAZ DE LA BANCA PRIVADA,YOSHIO YULENKA YEPEZ SANCHEZ,AVENIDA HECTOR ORMACHEA N° 996 ZONA OBRAJES DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,2786878,73541608,1020635028
FARMACIA CONSEJO Y SALUD,GLORIA LETICIA JIMENEZ LLIFUTA,"AVENIDA JUAN LECHIN OQUENDO, N° 924, ENTRE CALLE 12 Y CALLE 10, ZONA RIO SECO MERCADO DEL CARMEN DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,62366813,4335517015
FARMACIA CRISTAL,GABRIELA RAMIREZ TOLA,"AVENIDA ACHOCALLA, NO 7, ENTRE AV. 3 Y 4, ZONA URBANIZACION ROSAS PAMPA, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,78986017,9250840018
FARMACIA CRISTO VIENE,ANDREA SILVANA NINA MOLLISACA,"AVENIDA A, NO 151, ENTRE CALLE 5 Y CALLE H-7, AL FRENTE DE LA CALLE H-5, ZONA NUEVOS HORIZONTES 1, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,74078910,5943205016
FARMACIA DANAE,DEYSI ELEN CONDORI GOMEZ,"CALLE INCA ROCA, N° 4214, CARRETERA LAJA, ZONA JERUSALEN DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,78761991,9252285015
FARMACIA DAVID,JANNET CALLISAYA QUISPE,"AV. SUCRE NO. 375, ZONA ALTO LIMA 3RA SECCION DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79642320,4877823018
FARMACIA DAYANA D Y R,DAYANA SOFIA TELLERIA RODRIGUEZ,CALLE ADOLFO GONZALES N° 1174 ESQUINA AVENIDA JAIMES ZUDAÑES A UNA CUADRA  DE LA PLAZA LIRA ZONA ALTO SOPOCACHI DE LA CIUDAD DE LA PAZ.,LA PAZ,LA PAZ,,61112738,6995005017
FARMACIA DE LA CLINICA MEDICA DE ATENCION INTEGRAL OBRAJES CMAIO S.R.L.,,"AVENIDA HERNANDO SILES NO. S/N, EDIFICIO CLINICA MEDICA DE ATENCION INTEGRAL OBRAJES S.R.L., ZONA OBRAJES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2-786667/2-786188,,306830025
FARMACIA DEL BARRIO,CLARA XIMENA CHURQUI MENDOZA,CALLE PIO XII N°210 A MEDIA CUADRA DE LA CALLE SAN ISIDRO ZONA BELLA VISTA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,69741688,3487022018
FARMACIA DEL HOSPITAL DEL NIÑO DR. OVIDIO ALIAGA URIA,DORA DINA MAGNE VILLMAN,CALLE MAYOR ZUBIETA N° 100 ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,72018155 - 2245076,123085026
FARMACIA DEL HOSPITAL MILITAR CENTRAL,MARIA LUZ SANCHEZ,"AVENIDA SAAVEDRA, ESQUINA PLAZA SAN MARTIN, EDIFICIO COSSMIL, PB, SIN NUMERO, ZONA MIRAFLORES, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2223049,,1019635023
FARMACIA DEL HOSPITAL MUNICIPAL DE PUCARANI,LIZETH JENNY KANTUTA LARUTA,"PLAZA FRANZ TAMAYO, NO. S/N, POR LA CARRETERA A COPACABANA, PROVINCIA LOS ANDES DEL DEPARTAMENTO DE LA PAZ",LA PAZ,PUCARANI,,75820140,123789028
FARMACIA DEL SEDEGES,IVER LEO CHURA MACUCHAPI,"CALLE FINAL ALMIRANTE GRAU NO. 796, ESQUINA RIGOBERTO PAREDES, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2490649,,208308028
FARMACIA DEVIS,MARCO ANTONIO CANDIA OBLITAS,"AV. CIVICA NO. 583, ZONA VILLA TEJADA RECTANGULAR DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,63049004,671573037
FARMACIA DIBOMED,MARIA JULIA NINA FLORES,"AVENIDA PERIFERICA, NRO. 4144, PLAN 400, ENTRE CALLE JAPON Y CALLE  FINAL CALACOTO, ZONA URBANIZACION MERCURIO DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,76595080,3335713010
FARMACIA DINOFARMA,NELVA RAMOS TITIRICO,"AVENIDA PUERTO ACOSTA, N° 2105, ESQUINA CALLE SAN PEDRO, ZONA PUERTO CAMACHO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,74096123,10028956015
FARMACIA DIVINO NIÑO,CARLA PHILCO SAAVEDRA,AVENIDA JUNIN EDIFICIO PLATA BAJA N° 1654 ENTRE CALLE DAMASO CATARI Y AVENIDA LITORAL ZONA EL PARAISO  DE LA CIUDAD DE EL ALTO.,LA PAZ,EL ALTO,,68106029,9213329019
FARMACIA DOCTORA LOLY,TANIA ALEXANDRA RODRIGUEZ NAVIA,AVENIDA BUSCH N° 1599 EDIFICIO S/N ESQUINA PASOSKANKY ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,77523478 - 71533107,544662023
FARMACIA DULCE ALIVIO,GRACIELA CONDORI CABRERA,AVENIDA LUIS ESPINAL N° 91 ENTRE LA CALLE MARTIN LUTERO Y AVENIDA JUAN PABLO II ZONA MEJILLONES RIO SECO EX TRANCA DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,72529896,9076954018
FARMACIA DULCE BIENESTAR,ABIGAIL DELICIA ALMANZA CHOQUE,"AVENIDA JUAN PABLO II, NO. 140, ZONA VILLA ESPERANZA, DEL MUNICIPIO DE EL ALTO",LA PAZ,EL ALTO,,76537311,9079412014
FARMACIA EL ALTO SUR,GEORGIA ELIZABETH POQUECHOQUE BUEZO,"AV. CAQUINGORA, ESQ. CALLE -12, NO. 1165, ENTRE CALLES TAYA KOLLO Y KOSILYA, ZONA COSMOS 79 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70636389,1149958017
FARMACIA ELIEZER,MARTHA MAGALY MENDOZA RAMIREZ,AVENIDA ARGENTINA N° 2145 EDIFICIO BRASIL FRENTE A LA PLAZA SAN MARTIN ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,63145591,3491347017
FARMACIA EL ROSARIO SUCURSAL 1,,"AVENIDA LADISLAO CABRERA, EDIFICIO TERMINAL METROPOLITANA DE EL ALTO, PISO PB, OFICINA S/N, N° 2, ENTRE AVENIDA PANAMERICANA Y CALLE S/N, 2DA PUERTA DE LA TERMINAL METROPOLITANA, ZONA BOLIVAR B DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,72522215 - 77533302,4961360016
FARMACIA ELYPHARMA,ELIZABETH LOURDES BELTRAN POMAR,"CALLE LITORAL NO. 1374, ZONA MIRAFLORES ENTRE AV SAAVEDRA Y PUENTE DE LAS AMERICAS DE LA CIUDAD DE LA PAZ.",LA PAZ,LA PAZ,2223157,70660017,1901427016
FARMACIA EMERITA,TANIA TABOADA MOLINA,"AVENIDA CIVICA, N° 56, ENTRE CALLE 7 Y AVENIDA ACHOCALLA, ZONA SANTA ROSA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76210472 - 76541284,9954620012
FARMACIA ESPECIALIZADA RIVKA,,"CALLE 4, NO. 65 ZONA VILLA EXALTACION, PLANTA BAJA EXTERIOR LOCAL 1, ESQUINA AV. CIVICA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,61147005,4795158011
FARMACIA ESPIRITU GUERRERO,NANCY ESTELA TICONA LIMACHI,"AVENIDA PANAMERICANA, N° 5995 PASANDO LA ESTACION DE SERVICIOS YUPANQUI ANTES DE LLEGAR AVENIDA ILLIMANI ZONA URBANIZACION 21 DE OCTUBRE DEL MUNICIPIO DE EL ALTO.",LA PAZ,EL ALTO,,684463165,5183049018
FARMACIA ESTRELLA DE BOLIVIA SUCURSAL 1,,"CALLE 2, NO 100 PB EXTERIOR ESQ. AV. HEROES DEL ACRE, KILOMETRO 7, ZONA VILLA BOLIVAR DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77752141,2453883019
FARMACIA F4,NELIDA ELVIRA MITA AGUILAR,AVENIDA ZARZUELA Nº726 LADO DE LAS GRADAS CASIFRENTE AL LA CAPILLA ASUNCION ZONA VINOTINTO DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,69774677,6757592011
